#C
1000000, 37566404991, 37566.441406, 999981, 23903945, 0.000636, 645
1000000, 37566404991, 37566.441406, 999981, 23789032, 0.000633, 655
1000000, 37566404991, 37566.441406, 999981, 23753782, 0.000632, 646
1000000, 37566404991, 37566.441406, 999981, 23829779, 0.000634, 658
1000000, 37566404991, 37566.441406, 999981, 23612500, 0.000629, 647
1000000, 37566404991, 37566.441406, 999981, 23617623, 0.000629, 645
1000000, 37566404991, 37566.441406, 999981, 23753158, 0.000632, 665
1000000, 37566404991, 37566.441406, 999981, 23938025, 0.000637, 650
1000000, 37566404991, 37566.441406, 999981, 23862917, 0.000635, 657
1000000, 37566404991, 37566.441406, 999981, 23930673, 0.000637, 654
#Zig
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23404350000, 6.230127691379336e-01, 652000
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23408950000, 6.231352189704662e-01, 659000
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23453174000, 6.243124410126232e-01, 681000
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23403930000, 6.230015889358328e-01, 715000
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23396872000, 6.228137083014816e-01, 645000
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23409611000, 6.231528144790106e-01, 656000
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23409821000, 6.23158404580061e-01, 657000
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23403790000, 6.229978622017992e-01, 646000
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23409363000, 6.231462128358654e-01, 651000
1000000, 37566404991, 3.7566442557442555e+04, 999981, 23400697000, 6.229155279991855e-01, 730000
